2024-07-25 12:42:55,106 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-07-25 12:42:55,128 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-07-25 12:42:55,129 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-07-25 12:42:55,129 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-07-25 12:42:55,131 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-07-25 12:42:55,131 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-07-25 12:42:55,132 INFO  SwAddin.cs: 201 - Setting up command manager
2024-07-25 12:42:55,133 INFO  SwAddin.cs: 204 - Adding command manager
2024-07-25 12:42:55,135 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-07-25 12:42:55,136 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-07-25 12:42:55,136 INFO  SwAddin.cs: 210 - Adding event handlers
2024-07-25 12:42:55,138 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-07-25 13:42:10,970 INFO  SwAddin.cs: 294 - Assembly export called for file Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:10,983 INFO  SwAddin.cs: 305 - A rebuild is required
2024-07-25 13:42:10,984 INFO  SwAddin.cs: 313 - Saving assembly
2024-07-25 13:42:12,848 INFO  SwAddin.cs: 316 - Opening property manager
2024-07-25 13:42:12,865 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:12,871 INFO  ExportHelperExtension.cs: 1136 - Found 60 in Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:12,872 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:12,876 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-25 13:42:12,878 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-07-25 13:42:12,880 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Chassi-1
2024-07-25 13:42:12,881 INFO  ExportHelperExtension.cs: 1136 - Found 143 in Chassi-1
2024-07-25 13:42:12,882 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Chassi-1
2024-07-25 13:42:12,883 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-1
2024-07-25 13:42:12,884 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Base-1
2024-07-25 13:42:12,885 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-1
2024-07-25 13:42:12,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Plataforma do elevador-1
2024-07-25 13:42:12,887 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Plataforma do elevador-1
2024-07-25 13:42:12,888 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Plataforma do elevador-1
2024-07-25 13:42:12,889 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Elevador sem fuso-1
2024-07-25 13:42:12,890 INFO  ExportHelperExtension.cs: 1136 - Found 126 in Elevador sem fuso-1
2024-07-25 13:42:12,891 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Elevador sem fuso-1
2024-07-25 13:42:12,892 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Fuso do elevador-1
2024-07-25 13:42:12,893 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Fuso do elevador-1
2024-07-25 13:42:12,894 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Fuso do elevador-1
2024-07-25 13:42:12,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Manipulador-1
2024-07-25 13:42:12,895 INFO  ExportHelperExtension.cs: 1136 - Found 72 in Manipulador-1
2024-07-25 13:42:12,896 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Manipulador-1
2024-07-25 13:42:12,897 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Braço-1
2024-07-25 13:42:12,897 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Braço-1
2024-07-25 13:42:12,898 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Braço-1
2024-07-25 13:42:12,899 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Contrapeso do braço-1
2024-07-25 13:42:12,899 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Contrapeso do braço-1
2024-07-25 13:42:12,900 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Contrapeso do braço-1
2024-07-25 13:42:12,900 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:12,901 INFO  ExportHelperExtension.cs: 1136 - Found 60 in Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:12,901 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:42:12,902 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-25 13:42:12,902 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-07-25 13:42:12,903 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Chassi-1
2024-07-25 13:42:12,904 INFO  ExportHelperExtension.cs: 1136 - Found 143 in Chassi-1
2024-07-25 13:42:12,905 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Chassi-1
2024-07-25 13:42:12,906 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Base-1
2024-07-25 13:42:12,917 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Base-1
2024-07-25 13:42:12,918 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Base-1
2024-07-25 13:42:12,919 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Plataforma do elevador-1
2024-07-25 13:42:12,920 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Plataforma do elevador-1
2024-07-25 13:42:12,920 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Plataforma do elevador-1
2024-07-25 13:42:12,921 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Elevador sem fuso-1
2024-07-25 13:42:12,922 INFO  ExportHelperExtension.cs: 1136 - Found 126 in Elevador sem fuso-1
2024-07-25 13:42:12,924 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Elevador sem fuso-1
2024-07-25 13:42:12,924 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Fuso do elevador-1
2024-07-25 13:42:12,925 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Fuso do elevador-1
2024-07-25 13:42:12,926 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Fuso do elevador-1
2024-07-25 13:42:12,927 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Manipulador-1
2024-07-25 13:42:12,928 INFO  ExportHelperExtension.cs: 1136 - Found 72 in Manipulador-1
2024-07-25 13:42:12,929 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Manipulador-1
2024-07-25 13:42:12,930 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Braço-1
2024-07-25 13:42:12,930 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Braço-1
2024-07-25 13:42:12,931 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Braço-1
2024-07-25 13:42:12,931 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Contrapeso do braço-1
2024-07-25 13:42:12,932 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Contrapeso do braço-1
2024-07-25 13:42:12,933 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Contrapeso do braço-1
2024-07-25 13:42:13,311 INFO  SwAddin.cs: 339 - Loading config tree
2024-07-25 13:42:13,315 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-07-25 13:42:13,319 INFO  SwAddin.cs: 344 - Showing property manager
2024-07-25 13:42:16,589 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:17,627 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:21,306 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:22,554 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:23,169 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:23,749 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:24,724 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:25,762 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:26,780 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:42,984 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:51,916 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:53,794 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:42:55,725 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-25 13:43:18,545 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-07-25 13:43:19,085 INFO  ExportHelperExtension.cs: 347 - Creating joint plat_link
2024-07-25 13:43:19,273 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child plat_link failed
2024-07-25 13:43:21,252 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Subconjunto - Simulação e URDF (24.07.24)
2024-07-25 13:43:21,254 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Subconjunto - Simulação e URDF (24.07.24)
